id_str,user_id_str,created_at,screen_name,location,hashtag
1702109910878883860,1142172626,Thu Sep 14 00:00:01 +0000 2023,ipandacom,,BeautifulSichuanHomelandofPandas
1701875865649607009,1142172626,Wed Sep 13 08:30:00 +0000 2023,ipandacom,,PandaPic
1701875865649607009,1142172626,Wed Sep 13 08:30:00 +0000 2023,ipandacom,,ChengduPandaBase
1700690555850875330,1142172626,Sun Sep 10 02:00:00 +0000 2023,ipandacom,,TeachersDay
1700690555850875330,1142172626,Sun Sep 10 02:00:00 +0000 2023,ipandacom,,CCRCGP
1700660357721694672,1142172626,Sun Sep 10 00:00:00 +0000 2023,ipandacom,,PandaCreators
1700660357721694672,1142172626,Sun Sep 10 00:00:00 +0000 2023,ipandacom,,PandaPic
1700660357721694672,1142172626,Sun Sep 10 00:00:00 +0000 2023,ipandacom,,TeachersDay
1700124324148199640,1142172626,Fri Sep 08 12:30:00 +0000 2023,ipandacom,,PandaTheatre
1700124324148199640,1142172626,Fri Sep 08 12:30:00 +0000 2023,ipandacom,,ChengduPandaBase
1699935587384402166,1142172626,Fri Sep 08 00:00:01 +0000 2023,ipandacom,,PandaPic
1699935587384402166,1142172626,Fri Sep 08 00:00:01 +0000 2023,ipandacom,,CCRCGP
1699935587384402166,1142172626,Fri Sep 08 00:00:01 +0000 2023,ipandacom,,ChineseCulture
1699935587384402166,1142172626,Fri Sep 08 00:00:01 +0000 2023,ipandacom,,24SolarTerms
1699721670695723051,1142172626,Thu Sep 07 09:50:00 +0000 2023,ipandacom,,ourpanda
1699701540095713372,1142172626,Thu Sep 07 08:30:00 +0000 2023,ipandacom,,PandaPic
1699701540095713372,1142172626,Thu Sep 07 08:30:00 +0000 2023,ipandacom,,ChengduPandaBase
1699701540095713372,1142172626,Thu Sep 07 08:30:00 +0000 2023,ipandacom,,HowGiantPandasGrowUp
1698976764339372206,1142172626,Tue Sep 05 08:30:00 +0000 2023,ipandacom,,PandaPic
1698976764339372206,1142172626,Tue Sep 05 08:30:00 +0000 2023,ipandacom,,ChengduPandaBase
1724352340160020915,837839999915610112,Tue Nov 14 09:03:29 +0000 2023,SichuanDaily,"Chengdu, Sichuan, China",railway
1724352340160020915,837839999915610112,Tue Nov 14 09:03:29 +0000 2023,SichuanDaily,"Chengdu, Sichuan, China",Bangladesh
1724352340160020915,837839999915610112,Tue Nov 14 09:03:29 +0000 2023,SichuanDaily,"Chengdu, Sichuan, China",China
1724352340160020915,837839999915610112,Tue Nov 14 09:03:29 +0000 2023,SichuanDaily,"Chengdu, Sichuan, China",Sichuan
1724341599994577357,837839999915610112,Tue Nov 14 08:20:48 +0000 2023,SichuanDaily,"Chengdu, Sichuan, China",Sichuan
1724341599994577357,837839999915610112,Tue Nov 14 08:20:48 +0000 2023,SichuanDaily,"Chengdu, Sichuan, China",Heizhugou
1724341599994577357,837839999915610112,Tue Nov 14 08:20:48 +0000 2023,SichuanDaily,"Chengdu, Sichuan, China",nature
1724341599994577357,837839999915610112,Tue Nov 14 08:20:48 +0000 2023,SichuanDaily,"Chengdu, Sichuan, China",earth
1724341599994577357,837839999915610112,Tue Nov 14 08:20:48 +0000 2023,SichuanDaily,"Chengdu, Sichuan, China",mountains
1724341599994577357,837839999915610112,Tue Nov 14 08:20:48 +0000 2023,SichuanDaily,"Chengdu, Sichuan, China",river
1724341599994577357,837839999915610112,Tue Nov 14 08:20:48 +0000 2023,SichuanDaily,"Chengdu, Sichuan, China",forest
1724341599994577357,837839999915610112,Tue Nov 14 08:20:48 +0000 2023,SichuanDaily,"Chengdu, Sichuan, China",WorldMeetsHeizhugou
1724266196789547478,837839999915610112,Tue Nov 14 03:21:11 +0000 2023,SichuanDaily,"Chengdu, Sichuan, China",Sichuan
1724266196789547478,837839999915610112,Tue Nov 14 03:21:11 +0000 2023,SichuanDaily,"Chengdu, Sichuan, China",MorningSichuan
